question,query
Provide all details of Pulsar NS 200  ,SELECT * FROM bikes where model = 'Pulsar NS 200';
List complete specifications for Pulsar NS 200  ,SELECT * FROM bikes where model = 'Pulsar NS 200';
What are the specs of the Pulsar NS 200  ,SELECT * FROM bikes where model = 'Pulsar NS 200';
Show all details for Pulsar NS 200  ,SELECT * FROM bikes where model = 'Pulsar NS 200';
What is the mileage of the Pulsar NS 200  ,SELECT milage_in_kmpl FROM bikes where model = 'Pulsar NS 200';
What is the fuel efficiency of Pulsar NS 200  ,SELECT milage_in_kmpl FROM bikes where model = 'Pulsar NS 200';
How many km per liter does Pulsar NS 200 give  ,SELECT milage_in_kmpl FROM bikes where model = 'Pulsar NS 200';
What’s the mileage of Pulsar NS 200  ,SELECT milage_in_kmpl FROM bikes where model = 'Pulsar NS 200';
Pulsar NS 200 mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Pulsar NS 200';
What is the price of the Pulsar NS 200  ,SELECT price FROM bikes where model = 'Pulsar NS 200';
What’s the cost of Pulsar NS 200  ,SELECT price FROM bikes where model = 'Pulsar NS 200';
How much does Pulsar NS 200 cost  ,SELECT price FROM bikes where model = 'Pulsar NS 200';
Price of Pulsar NS 200  ,SELECT price FROM bikes where model = 'Pulsar NS 200';
Cost of Pulsar NS 200  ,SELECT price FROM bikes where model = 'Pulsar NS 200';
what is the power of Pulsar NS 200,SELECT power_figures_in_bhp FROM bikes where model = 'Pulsar NS 200';
What are the power figures of Pulsar NS 200  ,SELECT power_figures_in_bhp FROM bikes where model = 'Pulsar NS 200';
Pulsar NS 200 power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Pulsar NS 200';
How much power does Pulsar NS 200 produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Pulsar NS 200';
Power specs for Pulsar NS 200  ,SELECT power_figures_in_bhp FROM bikes where model = 'Pulsar NS 200';
Pulsar NS 200 horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Pulsar NS 200';
List all the details of the HF Deluxe  ,SELECT * FROM bikes where model = 'HF Deluxe';
Provide all details of HF Deluxe  ,SELECT * FROM bikes where model = 'HF Deluxe';
List complete specifications for HF Deluxe  ,SELECT * FROM bikes where model = 'HF Deluxe';
What are the specs of the HF Deluxe  ,SELECT * FROM bikes where model = 'HF Deluxe';
Show all details for HF Deluxe  ,SELECT milage_in_kmpl FROM bikes where model = 'HF Deluxe';
What is the mileage of the HF Deluxe  ,SELECT milage_in_kmpl FROM bikes where model = 'HF Deluxe';
What is the fuel efficiency of HF Deluxe  ,SELECT milage_in_kmpl FROM bikes where model = 'HF Deluxe';
How many km per liter does HF Deluxe give ,SELECT milage_in_kmpl FROM bikes where model = 'HF Deluxe';
What’s the mileage of HF Deluxe  ,SELECT milage_in_kmpl FROM bikes where model = 'HF Deluxe';
HF Deluxe mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'HF Deluxe';
What is the price of the HF Deluxe  ,SELECT price FROM bikes where model = 'HF Deluxe';
What’s the cost of HF Deluxe  ,SELECT price FROM bikes where model = 'HF Deluxe';
How much does HF Deluxe cost  ,SELECT price FROM bikes where model = 'HF Deluxe';
Price of HF Deluxe  ,SELECT price FROM bikes where model = 'HF Deluxe';
Cost of HF Deluxe  ,SELECT price FROM bikes where model = 'HF Deluxe';
what is the power of HF Deluxe,SELECT power_figures_in_bhp FROM bikes where model = 'HF Deluxe';
What are the power figures of HF Deluxe  ,SELECT power_figures_in_bhp FROM bikes where model = 'HF Deluxe';
HF Deluxe power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'HF Deluxe';
How much power does HF Deluxe produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'HF Deluxe';
Power specs for HF Deluxe  ,SELECT power_figures_in_bhp FROM bikes where model = 'HF Deluxe';
HF Deluxe horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'HF Deluxe';
List all the details of the Splendor Plus  ,SELECT * FROM bikes where model = 'Splendor Plus';
Provide all details of Splendor Plus  ,SELECT * FROM bikes where model = 'Splendor Plus';
List complete specifications for Splendor Plus  ,SELECT * FROM bikes where model = 'Splendor Plus';
What are the specs of the Splendor Plus  ,SELECT * FROM bikes where model = 'Splendor Plus';
Show all details for Splendor Plus  ,SELECT * FROM bikes where model = 'Splendor Plus';
What is the mileage of the Splendor Plus  ,SELECT milage_in_kmpl FROM bikes where model = 'Splendor Plus';
What is the fuel efficiency of Splendor Plus  ,SELECT milage_in_kmpl FROM bikes where model = 'Splendor Plus';
How many km per liter does Splendor Plus give  ,SELECT milage_in_kmpl FROM bikes where model = 'Splendor Plus';
What’s the mileage of Splendor Plus  ,SELECT milage_in_kmpl FROM bikes where model = 'Splendor Plus';
Splendor Plus mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Splendor Plus';
 What is the price of the Splendor Plus  ,SELECT price FROM bikes where model = 'Splendor Plus';
What’s the cost of Splendor Plus  ,SELECT price FROM bikes where model = 'Splendor Plus';
How much does Splendor Plus cost  ,SELECT price FROM bikes where model = 'Splendor Plus';
Price of Splendor Plus  ,SELECT price FROM bikes where model = 'Splendor Plus';
Cost of Splendor Plus  ,SELECT price FROM bikes where model = 'Splendor Plus';
what is the power of Splendor Plus,SELECT power_figures_in_bhp FROM bikes where model = 'Splendor Plus';
What are the power figures of Splendor Plus  ,SELECT power_figures_in_bhp FROM bikes where model = 'Splendor Plus';
Splendor Plus power output,SELECT power_figures_in_bhp FROM bikes where model = 'Splendor Plus';
How much power does Splendor Plus produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Splendor Plus';
Power specs for Splendor Plus  ,SELECT power_figures_in_bhp FROM bikes where model = 'Splendor Plus';
Splendor Plus horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Splendor Plus';
List all the details of the Extreme 125R  ,SELECT * FROM bikes where model = 'Extreme 125R';
Provide all details of Extreme 125R  ,SELECT * FROM bikes where model = 'Extreme 125R';
List complete specifications for Extreme 125R  ,SELECT * FROM bikes where model = 'Extreme 125R';
What are the specs of the Extreme 125R  ,SELECT * FROM bikes where model = 'Extreme 125R';
Show all details for Extreme 125R  ,SELECT * FROM bikes where model = 'Extreme 125R';
What is the mileage of the Extreme 125R  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 125R';
What is the fuel efficiency of Extreme 125R  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 125R';
How many km per liter does Extreme 125R give  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 125R';
What’s the mileage of Extreme 125R  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 125R';
Extreme 125R mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 125R';
What is the price of the Extreme 125R  ,SELECT price FROM bikes where model = 'Extreme 125R';
What’s the cost of Extreme 125R  ,SELECT price FROM bikes where model = 'Extreme 125R';
How much does Extreme 125R cost  ,SELECT price FROM bikes where model = 'Extreme 125R';
Price of Extreme 125R  ,SELECT price FROM bikes where model = 'Extreme 125R';
Cost of Extreme 125R  ,SELECT price FROM bikes where model = 'Extreme 125R';
what is the power of Extreme 125R,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 125R';
What are the power figures of Extreme 125R  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 125R';
Extreme 125R power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 125R';
How much power does Extreme 125R produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 125R';
Power specs for Extreme 125R  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 125R';
Extreme 125R horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 125R';
List all the details of the Extreme 160 R  ,SELECT * FROM bikes where model = 'Extreme 160 R';
Provide all details of Extreme 160 R  ,SELECT * FROM bikes where model = 'Extreme 160 R';
List complete specifications for Extreme 160 R  ,SELECT * FROM bikes where model = 'Extreme 160 R';
What are the specs of the Extreme 160 R  ,SELECT * FROM bikes where model = 'Extreme 160 R';
Show all details for Extreme 160 R  ,SELECT * FROM bikes where model = 'Extreme 160 R';
What is the mileage of the Extreme 160 R  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 160 R';
What is the fuel efficiency of Extreme 160 R  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 160 R';
How many km per liter does Extreme 160 R give  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 160 R';
What’s the mileage of Extreme 160 R  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 160 R';
Extreme 160 R mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Extreme 160 R';
What is the price of the Extreme 160 R  ,SELECT price FROM bikes where model = 'Extreme 160 R';
What’s the cost of Extreme 160 R  ,SELECT price FROM bikes where model = 'Extreme 160 R';
How much does Extreme 160 R cost  ,SELECT price FROM bikes where model = 'Extreme 160 R';
Price of Extreme 160 R  ,SELECT price FROM bikes where model = 'Extreme 160 R';
Cost of Extreme 160 R  ,SELECT price FROM bikes where model = 'Extreme 160 R';
what is the power figures of Extreme 160 R  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 160 R';
What are the power figures of Extreme 160 R  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 160 R';
Extreme 160 R power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 160 R';
How much power does Extreme 160 R produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 160 R';
Power specs for Extreme 160 R  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 160 R';
Extreme 160 R horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Extreme 160 R';
List all the details of the Karizma XMR  ,SELECT * FROM bikes where model = 'Karizma XMR';
Provide all details of Karizma XMR  ,SELECT * FROM bikes where model = 'Karizma XMR';
List complete specifications for Karizma XMR  ,SELECT * FROM bikes where model = 'Karizma XMR';
What are the specs of the Karizma XMR  ,SELECT * FROM bikes where model = 'Karizma XMR';
Show all details for Karizma XMR  ,SELECT * FROM bikes where model = 'Karizma XMR';
What is the mileage of the Karizma XMR  ,SELECT milage_in_kmpl FROM bikes where model = 'Karizma XMR';
What is the fuel efficiency of Karizma XMR  ,SELECT milage_in_kmpl FROM bikes where model = 'Karizma XMR';
How many km per liter does Karizma XMR give  ,SELECT milage_in_kmpl FROM bikes where model = 'Karizma XMR';
What’s the mileage of Karizma XMR  ,SELECT milage_in_kmpl FROM bikes where model = 'Karizma XMR';
Karizma XMR mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Karizma XMR';
What is the price of the Karizma XMR  ,SELECT price FROM bikes where model = 'Karizma XMR';
What’s the cost of Karizma XMR  ,SELECT price FROM bikes where model = 'Karizma XMR';
How much does Karizma XMR cost  ,SELECT price FROM bikes where model = 'Karizma XMR';
Price of Karizma XMR  ,SELECT price FROM bikes where model = 'Karizma XMR';
Cost of Karizma XMR  ,SELECT price FROM bikes where model = 'Karizma XMR';
What Is the power figures of Karizma XMR  ,SELECT power_figures_in_bhp FROM bikes where model = 'Karizma XMR';
What are the power figures of Karizma XMR  ,SELECT power_figures_in_bhp FROM bikes where model = 'Karizma XMR';
Karizma XMR power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Karizma XMR';
How much power does Karizma XMR produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Karizma XMR';
Power specs for Karizma XMR  ,SELECT power_figures_in_bhp FROM bikes where model = 'Karizma XMR';
Karizma XMR horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Karizma XMR';
List all the details of the Apache RTR 160  ,SELECT * FROM bikes where model = 'Apache RTR 160';
Provide all details of Apache RTR 160  ,SELECT * FROM bikes where model = 'Apache RTR 160';
List complete specifications for Apache RTR 160  ,SELECT * FROM bikes where model = 'Apache RTR 160';
What are the specs of the Apache RTR 160  ,SELECT * FROM bikes where model = 'Apache RTR 160';
Show all details for Apache RTR 160  ,SELECT * FROM bikes where model = 'Apache RTR 160';
What is the mileage of the Apache RTR 160  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 160';
What is the fuel efficiency of Apache RTR 160  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 160';
How many km per liter does Apache RTR 160 give  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 160';
What’s the mileage of Apache RTR 160  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 160';
Apache RTR 160 mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 160';
What is the price of the Apache RTR 160  ,SELECT price FROM bikes where model = 'Apache RTR 160';
What’s the cost of Apache RTR 160  ,SELECT price FROM bikes where model = 'Apache RTR 160';
How much does Apache RTR 160 cost  ,SELECT price FROM bikes where model = 'Apache RTR 160';
Price of Apache RTR 160  ,SELECT price FROM bikes where model = 'Apache RTR 160';
Cost of Apache RTR 160  ,SELECT price FROM bikes where model = 'Apache RTR 160';
What is the power figures of Apache RTR 160  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 160';
What are the power figures of Apache RTR 160  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 160';
Apache RTR 160 power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 160';
How much power does Apache RTR 160 produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 160';
Power specs for Apache RTR 160  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 160';
Apache RTR 160 horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 160';
List all the details of the Raider  ,SELECT * FROM bikes where model = 'Raider';
Provide all details of Raider  ,SELECT * FROM bikes where model = 'Raider';
List complete specifications for Raider  ,SELECT * FROM bikes where model = 'Raider';
What are the specs of the Raider  ,SELECT * FROM bikes where model = 'Raider';
Show all details for Raider  ,SELECT * FROM bikes where model = 'Raider';
What is the mileage of the Raider  ,SELECT milage_in_kmpl FROM bikes where model = 'Raider';
What is the fuel efficiency of Raider  ,SELECT milage_in_kmpl FROM bikes where model = 'Raider';
How many km per liter does Raider give  ,SELECT milage_in_kmpl FROM bikes where model = 'Raider';
What’s the mileage of Raider  ,SELECT milage_in_kmpl FROM bikes where model = 'Raider';
Raider mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Raider';
What is the price of the Raider  ,SELECT price FROM bikes where model = 'Raider';
What’s the cost of Raider  ,SELECT price FROM bikes where model = 'Raider';
How much does Raider cost  ,SELECT price FROM bikes where model = 'Raider';
Price of Raider  ,SELECT price FROM bikes where model = 'Raider';
Cost of Raider  ,SELECT price FROM bikes where model = 'Raider';
